DMs_,smooth_sfunc
10.0,0.14597312973992124
10.006910833004609,0.14607236620501005
10.0138264419705,0.1461716525896125
10.02074683019826,0.1462709889038177
10.027672000990757,0.14637037515770357
10.034601957653145,0.14646981136133685
10.041536703492852,0.14656929752477316
10.0484762418196,0.1466688336580569
10.0554205759454,0.14676841977122143
10.062369709184546,0.14686805587428878
10.069323644853627,0.1469677419772699
10.076282386271522,0.14706747809016435
10.083245936759402,0.14716726422296067
10.090214299640742,0.14726710038563606
10.097187478241295,0.14736698658815647
10.10416547588913,0.1474669228404765
10.111148295914612,0.1475669091525397
10.118135941650403,0.14766694553427803
10.12512841643147,0.1477670319956125
10.132125723595088,0.14786716854645252
10.139127866480836,0.14796735519669627
10.146134848430602,0.14806759195623068
10.153146672788578,0.14816787883493104
10.160163342901273,0.1482682158426617
10.167184862117507,0.14836860298927532
10.174211233788414,0.14846904028461322
10.181242461267447,0.14856952773850546
10.188278547910373,0.14867006536077057
10.195319497075278,0.14877065316121565
10.20236531212257,0.14887129114963643
10.209415996414984,0.14897197933581716
10.216471553317565,0.14907271772953057
10.223531986197697,0.14917350634053791
10.230597298425085,0.1492743451785891
10.237667493371768,0.1493752342534224
10.244742574412108,0.14947617357476464
10.251822544922806,0.14957716315233102
10.25890740828289,0.14967820299582538
10.265997167873735,0.14977929311493995
10.27309182707903,0.1498804335193552
10.280191389284827,0.14998162421874026
10.287295857879503,0.15008286522275258
10.294405236253784,0.15018415654103798
10.301519527800737,0.1502854981832308
10.308638735915771,0.15038689015895368
10.315762863996648,0.1504883324778175
10.322891915443476,0.15058982514942174
10.330025893658702,0.15069136818335396
10.337164802047138,0.1507929615891902
10.344308644015944,0.15089460537649474
10.351457422974637,0.15099629955482022
10.358611142335088,0.15109804413370764
10.365769805511523,0.15119983912268603
10.372933415920533,0.15130168453127296
10.380101976981068,0.15140358036897406
10.387275492114448,0.15150552664528327
10.394453964744335,0.15160752336968275
10.401637398296778,0.15170957055164289
10.40882579620019,0.1518116682006222
10.416019161885352,0.15191381632606746
10.42321749878541,0.15201601493741354
10.430420810335894,0.15211826404408385
10.437629099974696,0.15222056365548928
10.4448423711421,0.1523229137810294
10.452060627280742,0.15242531443009164
10.45928387183566,0.1525277656120516
10.466512108254266,0.15263026733627308
10.473745339986353,0.1527328196121079
10.480983570484097,0.15283542244889597
10.488226803202064,0.15293807585596517
10.495475041597203,0.1530407798426315
10.50272828912886,0.1531435344181992
10.509986549258755,0.15324633959196002
10.517249825451017,0.15334919537319422
10.524518121172163,0.15345210177116986
10.531791439891101,0.15355505879514303
10.539069785079148,0.15365806645435773
10.546353160210009,0.153761124758046
10.553641568759792,0.15386423371542787
10.560935014207011,0.15396739333571108
10.568233500032589,0.15407060362809166
10.575537029719833,0.1541738646017531
10.582845606754478,0.15427717626586726
10.590159234624663,0.1543805386295935
10.597477916820933,0.15448395170207926
10.604801656836251,0.15458741549245986
10.612130458165991,0.15469093000985842
10.619464324307941,0.15479449526338587
10.626803258762317,0.15489811126214106
10.63414726503173,0.15500177801521042
10.641496346621237,0.1551054955316684
10.648850507038302,0.15520926382057723
10.65620974979282,0.15531308289098686
10.663574078397112,0.15541695275193496
10.670943496365918,0.15552087341244702
10.678318007216419,0.15562484488153633
10.685697614468223,0.15572886716820375
10.693082321643356,0.1558329402814379
10.700472132266299,0.1559370642302151
10.707867049863955,0.15604123902349945
10.71526707796567,0.15614546467024265
10.722672220103231,0.15624974117938406
10.73008247981086,0.1563540685598507
10.737497860625226,0.15645844682055726
10.74491836608544,0.15656287597040594
10.752343999733062,0.1566673560182868
10.759774765112088,0.15677188697307715
10.767210665768978,0.15687646884364215
10.774651705252635,0.15698110163883447
10.782097887114418,0.1570857853674943
10.789549214908137,0.15719052003844944
10.797005692190062,0.1572953056605152
10.804467322518915,0.1574001422424944
10.811934109455889,0.1575050297931775
10.819406056564617,0.1576099683213421
10.826883167411214,0.1577149578357537
10.834365445564254,0.15781999834516505
10.841852894594775,0.15792508985831644
10.849345518076282,0.15803023238393563
10.856843319584755,0.1581354259307377
10.86434630269864,0.15824067050742527
10.871854470998866,0.15834596612268842
10.879367828068814,0.15845131278520436
10.886886377494363,0.15855671050363795
10.894410122863865,0.15866215928664135
10.901939067768149,0.15876765914285407
10.909473215800526,0.15887321008090297
10.91701257055679,0.15897881210940223
10.924557135635224,0.15908446523695344
10.932106914636599,0.15919016947214543
10.939661911164157,0.15929592482355423
10.94722212882365,0.15940173129974328
10.954787571223317,0.15950758890926336
10.962358241973886,0.1596134976606524
10.969934144688583,0.15971945756243552
10.977515282983134,0.15982546862312522
10.985101660475758,0.15993153085122117
10.992693280787178,0.16003764425521028
11.000290147540625,0.16014380884356658
11.007892264361814,0.16025002462475132
11.015499634878987,0.16035629160721288
11.023112262722885,0.16046260979938692
11.03073015152676,0.16056897920969618
11.03835330492637,0.16067539984655052
11.045981726559992,0.16078187171834693
11.053615420068413,0.16088839483346956
11.061254389094945,0.16099496920028963
11.068898637285399,0.16110159482716532
11.076548168288122,0.16120827172244204
11.084202985753976,0.16131499989445228
11.091863093336348,0.1614217793515154
11.099528494691153,0.161528610101938
11.107199193476823,0.1616354921540136
11.114875193354328,0.16174242551602272
11.122556497987162,0.1618494101962329
11.13024311104136,0.16195644620289876
11.137935036185471,0.1620635335442616
11.145632277090597,0.16217067222854994
11.153334837430371,0.1622778622639792
11.16104272088097,0.1623851036587518
11.168755931121101,0.16249239642105684
11.176474471832021,0.16259974055907053
11.184198346697533,0.16270713608095608
11.191927559403984,0.16281458299486332
11.199662113640256,0.16292208130892905
11.207402013097797,0.1630296310312769
11.215147261470602,0.1631372321700175
11.222897862455213,0.16324488473324822
11.230653819750733,0.16335258872905306
11.238415137058821,0.16346034416550323
11.24618181808369,0.1635681510506564
11.25395386653212,0.1636760093925572
11.261731286113438,0.16378391919923682
11.26951408053955,0.16389188047871353
11.277302253524919,0.16399989323899203
11.28509580878658,0.16410795748806398
11.292894750044134,0.16421607323390763
11.30069908101975,0.16432424048448804
11.308508805438178,0.16443245924775687
11.316323927026737,0.16454072953165264
