PDMs_,DMs_
0.003225930639831118,10.0
0.003229057371161082,10.006910833004609
0.003232185402229053,10.0138264419705
0.003235314730942349,10.02074683019826
0.0032384453552041646,10.027672000990757
0.003241577272913596,10.034601957653145
0.003244710481965617,10.041536703492852
0.003247844980251094,10.0484762418196
0.003250980765656787,10.0554205759454
0.0032541178360653428,10.062369709184546
0.003257256189355303,10.069323644853627
0.003260395823401092,10.076282386271522
0.003263536736073034,10.083245936759402
0.0032666789252373497,10.090214299640742
0.003269822388756137,10.097187478241295
0.003272967124487406,10.10416547588913
0.003276113130285046,10.111148295914612
0.0032792604039988535,10.118135941650403
0.0032824089434745165,10.12512841643147
0.003285558746553618,10.132125723595088
0.0032887098110736417,10.139127866480836
0.003291862134867962,10.146134848430602
0.0032950157157658577,10.153146672788578
0.003298170551592513,10.160163342901273
0.003301326640168999,10.167184862117507
0.0033044839793122923,10.174211233788414
0.003307642566835276,10.181242461267447
0.003310802400546737,10.188278547910373
0.003313963478251353,10.195319497075278
0.0033171257977497215,10.20236531212257
0.003320289356838329,10.209415996414984
0.003323454153309577,10.216471553317565
0.003326620184951775,10.223531986197697
0.0033297874495491317,10.230597298425085
0.0033329559448817703,10.237667493371768
0.003336125668725721,10.244742574412108
0.003339296618852928,10.251822544922806
0.0033424687930312348,10.25890740828289
0.0033456421890244135,10.265997167873735
0.003348816804592127,10.27309182707903
0.003351992637489973,10.280191389284827
0.003355169685469448,10.287295857879503
0.003358347946277971,10.294405236253784
0.0033615274176588814,10.301519527800737
0.003364708097351423,10.308638735915771
0.00336788998309077,10.315762863996648
0.003371073072608016,10.322891915443476
0.0033742573636301575,10.330025893658702
0.0033774428538801333,10.337164802047138
0.003380629541076795,10.344308644015944
0.0033838174229349153,10.351457422974637
0.0033870064971651933,10.358611142335088
0.0033901967614742594,10.365769805511523
0.0033933882135646666,10.372933415920533
0.0033965808511348845,10.380101976981068
0.0033997746718793342,10.387275492114448
0.00340296967348834,10.394453964744335
0.003406165853648176,10.401637398296778
0.003409363210041045,10.40882579620019
0.0034125617403450823,10.416019161885352
0.0034157614422343496,10.42321749878541
0.0034189623133788565,10.430420810335894
0.0034221643514445376,10.437629099974696
0.003425367554093275,10.4448423711421
0.003428571918982887,10.452060627280742
0.003431777443767125,10.45928387183566
0.0034349841260956906,10.466512108254266
0.003438191963614231,10.473745339986353
0.0034414009539643245,10.480983570484097
0.003444611094783503,10.488226803202064
0.0034478223837052526,10.495475041597203
0.003451034818358987,10.50272828912886
0.0034542483963700865,10.509986549258755
0.0034574631153598758,10.517249825451017
0.00346067897294563,10.524518121172163
0.003463895966740581,10.531791439891101
0.003467114094353913,10.539069785079148
0.0034703333533907636,10.546353160210009
0.0034735537414522324,10.553641568759792
0.003476775256135379,10.560935014207011
0.0034799978950332145,10.568233500032589
0.003483221655734719,10.575537029719833
0.0034864465358248288,10.582845606754478
0.003489672532884449,10.590159234624663
0.003492899644490457,10.597477916820933
0.0034961278682156803,10.604801656836251
0.0034993572016289312,10.612130458165991
0.0035025876422949847,10.619464324307941
0.0035058191877745935,10.626803258762317
0.003509051835624471,10.63414726503173
0.003512285583397316,10.641496346621237
0.0035155204286417977,10.648850507038302
0.0035187563689025687,10.65620974979282
0.003521993401720262,10.663574078397112
0.0035252315246314756,10.670943496365918
0.003528470735168813,10.678318007216419
0.00353171103086085,10.685697614468223
0.00353495240923214,10.693082321643356
0.0035381948678032404,10.700472132266299
0.003541438404090683,10.707867049863955
0.003544683015607,10.71526707796567
0.0035479286998607116,10.722672220103231
0.003551175454356337,10.73008247981086
0.0035544232765943773,10.737497860625226
0.0035576721640713494,10.74491836608544
0.003560922114279751,10.752343999733062
0.0035641731247080958,10.759774765112088
0.003567425192840891,10.767210665768978
0.0035706783161586486,10.774651705252635
0.003573932492137889,10.782097887114418
0.003577187718251138,10.789549214908137
0.0035804439919669404,10.797005692190062
0.003583701310749832,10.804467322518915
0.0035869596720603863,10.811934109455889
0.003590219073355166,10.819406056564617
0.0035934795120867663,10.826883167411214
0.0035967409857038083,10.834365445564254
0.0036000034916509062,10.841852894594775
0.0036032670273687282,10.849345518076282
0.0036065315902939466,10.856843319584755
0.003609797177859262,10.86434630269864
0.0036130637874934118,10.871854470998866
0.0036163314166211486,10.879367828068814
0.003619600062663269,10.886886377494363
0.0036228697230366,10.894410122863865
0.0036261403951540062,10.901939067768149
0.003629412076424383,10.909473215800526
0.0036326847642526696,10.91701257055679
0.0036359584560398538,10.924557135635224
0.003639233149182951,10.932106914636599
0.0036425088410750365,10.939661911164157
0.003645785529105219,10.94722212882365
0.0036490632106586742,10.954787571223317
0.00365234188311662,10.962358241973886
0.003655621543856326,10.969934144688583
0.0036589021902511186,10.977515282983134
0.0036621838196703917,10.985101660475758
0.0036654664294795804,10.992693280787178
0.0036687500170402,11.000290147540625
0.003672034579709824,11.007892264361814
0.0036753201148420843,11.015499634878987
0.0036786066197866903,11.023112262722885
0.0036818940918894247,11.03073015152676
0.0036851825284921315,11.03835330492637
0.0036884719269327407,11.045981726559992
0.003691762284545251,11.053615420068413
0.003695053598659757,11.061254389094945
0.0036983458666024066,11.068898637285399
0.0037016390856954547,11.076548168288122
0.0037049332532572334,11.084202985753976
0.003708228366602169,11.091863093336348
0.003711524423040775,11.099528494691153
0.0037148214198796507,11.107199193476823
0.0037181193544214997,11.114875193354328
0.00372141822396513,11.122556497987162
0.003724718025805429,11.13024311104136
0.003728018757233404,11.137935036185471
0.0037313204155361578,11.145632277090597
0.003734622997996901,11.153334837430371
0.003737926501894964,11.16104272088097
0.0037412309245057705,11.168755931121101
0.0037445362631008746,11.176474471832021
0.0037478425149479397,11.184198346697533
0.0037511496773107505,11.191927559403984
0.003754457747449205,11.199662113640256
0.0037577667226193403,11.207402013097797
0.0037610766000733026,11.215147261470602
0.003764387377059381,11.222897862455213
0.0037676990508219875,11.230653819750733
0.0037710116186016767,11.238415137058821
0.003774325077635127,11.24618181808369
0.0037776394251551686,11.25395386653212
0.003780954658390754,11.261731286113438
0.003784270774567007,11.26951408053955
0.0037875877709051715,11.277302253524919
0.0037909056446226545,11.28509580878658
0.0037942243929330187,11.292894750044134
0.003797544013045967,11.30069908101975
